text,polarity
در قلب این تبلت پردازنده دو هسته ای TI OMAP 4430 با فرکانس یک گیگاهرتز به همراه یک گیگابایت حافظه RAM قرار دارد.,0
ابعاد این گوشی 65×128 میلی متر است که 9.2 میلی متر نیز ضخامت دارد.,0
سلام دوستان من اين تبلتو يک هفته اي هست که از ديجي کالا خريدم اولا بايد تشکر ويژه اي داشته باشم از اين مرکز خريد بعدشم بايد در مورد اين تبلت بگم که معرکه هست عاليه,2
"اگر اشکالات اون رو توي وبسايت هايي خونده باشيد که ميگن به عنوان مثال:
روش خط ميفته و يا اينکه دوربينش منبع نور رو بنفش نشون ميده
اصلا اينا روتون تاثير نميذاره..",0
• PAL ـ‌ اين منطقه مختص مناطق اروپايي،  آفريقاي جنوبي،  خاورميانه،  استراليا و نيوزيلند مي‌باشد.,0
گوشيه خيلي خوبيه و يه غول اندرويدي محسوب ميشه و افزايش رم هم به کاربري و امکانانش افزوده ولي کيفيت ساخت بدنه گوشي حس خوبي به ادم نميده,1
با اینکه این صفحه نمایش بهترین صفحه نمایش موجود بر روی تبلت ها نیست،  اما در میان تبلت های هم رده خودش و با این قیمت،  بدون شک اگر بهترین نباشد،  جزو بهترین‌هاست.,1
"سلام دوستان
من ۱ماه  هست دارمش
بازي اچدي اجرا نميکنه.",-1
"سلام
پس از خريد،  هنوز استفاده نکرده ام.",0
واقعاً ممنون,1
این در حالیست که در مود ماکرو،  این لنز می تواند از فاصلهی 0 سانتی متری بر روی سوژه های مختلف فوکوس نماید.,0
تنها ضعفي که من تو اين گوشي ديدم wifi اونه که نسبتا ضعيف عمل مي کنه.,-1
پردازنده چهار هسته ای بسیار قدرتمند،  صفحه نمایش فوق‌العاده و بهره گیری از آخرین نسخه سیستم عامل اندروید،  تنها بخشی از مزایای این گوشی محسوب می‌شوند.,2
با این حال ساختن چشمی های اپتیکال با توانایی پوشش 100 درصد میدان دید کار نسبتا مشکلی ست که قیمت دوربین را بالا می برد.,-1
به همین دلیل سونی در نهایت تصمیم به خرید سهام اریکسون گرفت و با هزینه ای بالغ بر 1.47 میلیارد دلار،  برند اریکسون را که بیش از یک دهه یدک می کشید حذف کرد و نام بخش مربوط به موبایل خود را از Sony Ericcson به Sony و بطور کاملتر به Sony Mobile Communications تغییر دارد.,0
هيچوقت هنگ نميکنه.,1
به نظر ما بهترین گوشی آندرویدی است که تا به حال دیده ایم و برای هر قشری می‌تواند کاملاً کاربردی و کارآمد باشد.,2
با این حال صفحه کلید ASUS X نیز کاملا دوست داشتنی است.,2
در سمت راست آن خروجی‌های iLink و HDMI قرار دارند.,0
"مطمئننا شما می‌توانید برنامه‌های خود iPhone مانند Mail, Safari, iPod و چند برنامه‌ی دیگر iPhone را به صورت همزمان اجرا کنید ولی امکان اجرای همزمان برنامه‌های دیگر در مدل‌های قبلی iPhone امکان‌پذیر نبود.",-1
اچند تا از دوستانم آيپد 3 رو داشتند و با هم به مقايسه پرداختيم نظرات اونا رو در مقايسه  آيپد  با گلکسي نوت به ترتيب مي نويسم: 1-قابليت نوشتن نوت، جزوه نويسي با کيفيت عالي که شما رو از هرچيزي که بايد روي کاغذ بنويسين بي نياز مي کنه،  نوک قلم مختلف و رنگ هاي متنوع براي نوشتن،  قابليت خروجي PDF براي نوشته هاتون و ايميل کردن راحت اون،  استايل هاي مختلف صفحه براي نوشتن از ويژگي هاي منحصر به فرد اين تبلت است که در هيچ تبلتي وجود ندارد.,2
شاید یکی از اصلی‌ترین برتری‌های محصولات کمپانی اپل که باعث گردیده همه آن‌ها با استقبال فراوانی مواجه گردند،  وجود سیستم عامل انحصاری این کمپانی است که در بین سیستم عامل‌های موجود بر روی گوشی‌های موبایل و تبلت ها،  به واقع تا به امروز بی رقیب است.,1
در ضمن قابلیت تغییر سرعت شاتر و گشودگی دیافراگم نیز وجود دارد که این برای فیلم برداری خلاقانه تر و حرفه‌ای تر می‌باشد.,1
عالييه حتما يکي ميخرم.,2
کيفيت مکالمه و صفحه نمايش بسيار  بالا - سرعت عالي  باطري نسبتا قوي - آنتن دهي قوي -عکس هاي قوي و بدون نويـز  -تاچ خيلي خوب  - کيفيت عالي صدا- وزن سبک  - زيبا  GPS  و Navigator  کاملا رايگان و کاربردي با نقشه ي داخل شهر هاي مهم ايران (با دانلود رايگان از  اينترنت طريق گوشي) اصفهان - تهران - کرج - قشم - مشهد - يزد - شيراز - کرمانشاه - تبريـز - قم با سخنگوي فارسي اما معايب : براي بازي و نرم افزار و وبگردي پيشنهاد نميشود.,2
بر عکس جثه کوچکش بسيار بسيار عالي و فول امکانات است..,2
باتريش که زود شارژ ميشه و حداقل 4 روز کار ميکنه که با اون ابعاد واقعا فوق العاده است.,2
سیستم خنک کنندگی G580 یکی از نقاط قوت اصلی آن است.,1
من خواستم اين گوشي رو بخرم اما سيم کارت رايتل انداختم تست هم کردم جهت اطمينان اما جواب نداد!,-1
این دوربین از مود Sweep Panorama که زمان زیادی است آن را بر روی دوربین‌های سونی می‌بینیم هم بهره می‌برد.,0
ولي در هر زمان که گوشي داشتم در يک يا دو آيتم سرآمد زمان خود به شمار مي رفت ،  تا اينکه از مجموع ارمان هاي مدنظر تجربه ي شخصي ام در کاربريه ايده آل را در اين پيدا کردم که در استفاده روزانه انعطاف پذيري مهم ترين خصيصه ي يک گوشي همراه است!,0
بنابراین فرصت بسیار خوبی برای کانن است که با مدل Vixia G10 گوی رقابت را از پاناسونیک برباید.,0
با FT3 دیگر در کوهستان،  جنگل و یا کنار دریا،  نگران خیس شدن،  زمین خوردن و یا یخ‌زدگی دوربین خود نخواهید بود.,1
براي کاهش نويز هم ميشه سرعت شاتر رو با زاويه نور تنظيم کرد.,1
رزولوشن هم تغيير کرده که باعث ميشه در بسياري از نرم‌افزارها و بازي‌ها خط سياهي در دو طرف نمايشگر قرار بگيره،  البته اعلام شده که نرم‌افزارها به روز خواهند شد.,0
من حدود هفت ماهي هست که اين هاردو از ديجي کالا تهيه کردم وتا الان بدون هيچ عيب و نقصي برام کار کرده.,1
همچنین یکی از جالب ترین ویژگی ها،  Touch to Focus است.,0
جزئیات خوب بوده ولی رنگ‌ها کمی مرده هستند ولی در مجموع دوربین ray کیفیت قابل قبولی را ارائه می‌دهد.,1
فوکوس خودکار و زوم اپتیکال کامل نیز در هنگام فیلم‌برداری انجام می‌شوند.,0
این بلندگوها برای مصارف اولیه،  کیفیت و بلندی صدای قابل قبولی را ارائه می‌دهند ولی علاقه‌مندان به گوش کردن به موسیقی و یا تماشای فیلم،  بهتر است از بلندگوهای خارجی و یا هدفون استفاده کنند.,1
عکس‌هايي‌ که اين دوربين ميگيره و حساسيت بالاي سنسورش با نويز بسيار کم و هم چنين سرعت بالاش همه باعث مي‌شه که خيلي‌ زود عاشقش بشي‌ و ضعفش که همون فيلم برداريش هست رو تقريبا فراموش کنيد.,1
ضخامت دستگاه تنها 18 میلی‌متر است که نسبت به مدل قبلی 25 درصد باریک‌تر شده است.,1
من ايکس باکس الايت دارم حرف نداره به نظر من ارزش خريدنشو داره,1
اين موضوع رو کسي نميدونه.,0
نسبت به 4s تغييرات مهمي نکرده.,0
از نظر طراحي HTC مثل هميشه گل کاشته!,1
در ضمن، با توجه به تجربه موفق iPhone 4S، عملکرد iPhone 5 نیز در زیر نور آفتاب و در زوایای مختلف هیچ گونه کاهشی ندارد.,2
این پردازنده های به لطف بهره گیری از تکنولوژی Hyper-Threading قابلیت ایجاد دو هسته ای مجازی دیگر را داشته و می‌توانند به صورت چهار هسته ای کار کنند.,1
چقدر خوبه که ميکرو اس دي هم ميخوره.,1
چقدر شبيه سري سوني آلفا نکسه اين!,0
تلوزيون خوبي است بهترين قابليتي که خودم هم متعجب کرد دوربين واقعا عالي است که روي هوا دست آدم رو تشخيص ميده و کيفيت خوبي داره که اين واقعا من رو متعجب کرد البته بايد بگم که توي نور زياد عملکرد عالي داره ولي چند نکته اي است که به عزيزاني که مي خواهند اين تلوزيون را بگيرند بگويم:  1.اگر براي قابليت هاي اين تلوزيون مي خواهيد اون را بگيرد بايد بگويم که حتما بايد شبکه بي سيم اينترنت مثل: وايمکس و وايرلس داسته باشيد .,1
IOS :*محيط خشک و ايستا - مشتريان فقط استفاده کننده و نه توسعه دهنده*اجبار به استفاده از محيط خاص و محدود *نداشتن حق انتخاب چه براي ظاهر گوشي چه براي درون گوشي براي  خريد يک گوشي با سيستم عامل IOS فقط يک گزينه داريد و آن هم Iphone تمام.,-1
این دوربین مجهز به نمایشگر 3 اینچی 461000 نقطه ای است که سایز و کیفیت خیلی مناسبی دارد.,2
از رقبای اصلی این دوربین می‌توان به Canon Powershot SX40 HS،  Casio EX-FH25،  Fujifilm Finepix HS20 EXR،  Nikon Coolpix P510،  Olympus SP-810 UZ،  Panasonic Lumix DMC-FZ150 و Samsung WB5000 اشاره کرد.,0
شما اگه خوب بهش نگاه کنيد متوجه ميشيد که بيشتر شبيه به يک کتابخوان هستش تا به يک تبلت .,-1
گوشي عالي بود عالي‌تر شد.,2
بدون شک Desire V و برادر آن یعنی HTC Desire SV جزو بهترین گوشی‌های دو سیم کارته موجود در بازار هستند زیرا سایر آن‌ها اکثرا بسیار ساده و ابتدایی هستند.,1
اگه بهترين گوشي سال نشه  (البته اگه اتفاق خاصي نيفته) بي عدالتي کردن توجه داشته باشيد که دو هسته اي اين مدل پردازنده که روي وان اس بود و کاملا قابل مقايسه با 4 هسته اي ها بود پس همه ي اين پردازنده ها رو که تا حالا اومده حتي نوت 2  رو به راحتي پشت سر ميگذاره صفحه نمايش هم که مشخصه و اون هم که بستگي به سليقه طرف داره دوربينم که 13 مگاپيکسل و تکليفش معلومه ،  سيستم عاملشم  که کاملا مطرحه و به 4.1.1 هم اپديت شده و  مدت زيادي قابل استفادست تورو خدا هم حرفي از طراحي و برند ال جي نزنيد چون اون هم سليقه اي هست اجباري هم توش نيست.,2
Apple Iphone 4S واقعا به آدم يه احساس خيلي خوبي ميده کار کردن باهاش از هر نظر عاليه.,2
براي فعال کردن بلوتوث بايد هزينه پرداخت کنيد!,0
این دوربین در ضمن توانایی فیلم برداری HD با سرعت  30 فریم بر ثانیه را هم دارد که برای دوربینی در این سطح قیمت عالیست.,1
دسته اول مدل‌هایی که از کارت‌های گرافیک مجزای NVIDIA GeForce سری 600M بهره می‌برند و دسته دوم مدل‌هایی که از پردازنده گرافیکی آنبورد Intel HD 3000 بهره می‌برند.,0
به علاوه بر روی کانفیگ‌های مختلف می‌توانید مقادیر حافظه‌ی RAM مختلفی از 2 تا 8 گیگابایت را و حافظه‌ی هارددیسک از 320 تا 640 گیگابایت هم بیابید.,0
احتمالا بر روی محصول نهایی عرضه شده این مشکلات رفع می‌شوند.,1
این سرعت ها برای پرینتری در سطح مبتدی خیلی خوب هستند و نسبت به مدل های ML-2525  و  ML-1915 شرکت سامسونگ عملکرد بهتری را از خود نشان می‌دهد.,1
من يک هفته است اين گوشي را دارم گوشي بسيار عالي است.,2
از نظر کیفیت تصاویر باید گفت که Legira HF R205 خیلی متوسط عمل می‌کند.,0
حالا که گفتیم باتری،  به این فکر افتادیم که نکند به دلیل کوچک شدن بدنه،  و در نتیجه کمتر بودن جا برای باتری،  باتری کوچکتری در این دوربین به کار رفته باشد و در نتیجه شارژدهی کمتری را از آن شاهد باشیم!,0
من ميخواستم nikon d3100 رو بخرم که با راهنمايي افراد حرفه اي پول قرض کردم و اينو گرفتم فقط اينو بگم که مفيد ترين کار عمرم رو کردم  کيفيت عالي و بينظير فوکوسش در حالت دستي خيلي عاليه 13 تا حالت تصوير برداري داره و ميتونين لنز هاي خوبي براش بخرين از نظر من حتي اگه مبتدي هستين و دوربين هم دستتون نگرفتين يا اينکه خيلي حرفه اي هستين بازم همينو بخرين.,2
"من سه ماهه که دارمش تاچش خيلي خوبه,دوربينش عاليه,بازي ها رو راحت اجرا مي کنه (سنگين ترين بازي ها يي که روش اجرا کردم:GTA3,Modern combat 2,Asphalt6,Sport car challeng)من از همه نظر ازش راضيم بجز صفحه نمايشش که يه کمي کوچيکه ولي مطمعن باشيد از خريدش پشيمون نميشيد.",1
با زدن دکمه ی Voice Over که روی آیپاد شافل قرار دارد می توانید عنوان یا جزئیات آهنگی که در حال پخش است را بشنوید و همچنین زمانی که باتری شما در حال تمام شدن است؛ به شما اخطار می دهد.,0
"پردازنده‌ي مرکزي (CPU)
پردازنده‌ي مرکزي در کنسول XBOX 360 به نام رسمي Xenon توسط شرکت مايکروسافت و نام Waternoose توسط شرکت IBM ناميده مي‌شود.",0
ضمن تشکر از سايت ديجي کالا به خاطر کيفيت بالا در ارائه خدمات،  من اين گوشي رو يک هفته پيش از سايت ديجي کالا خريدم.,1
با این حال مثل دیگر نوت‌بوک‌ها،  قسمتی که در زیر آن،  درایو نوری قرار دادن خیلی راحت‌تر فرو می‌رود.,-2
ZS20 مجهز به لنز 26 میلی متری با توانایی زوم 6 برابر است.,1
دوستاني که قصد خريد دارند Nexus 7 Wifi رو تهيه کنند چون Nexus 7 3G با سيم کارت کار نمي کنه !,-1
آیا گفتن همین یک نام برای نشان دادن قدرت نرم افزاری آیفون 5 کافی نیست؟,0
از لحاظ نرم افزاري در اين قيمت بدون رقيب هست بنده اين نظر را با همين تبلت درج کردم ولي نبايد انکار کرد که اين تبلت عيب بزرگي دارد آنهم پشتيباني نکردن از حافظه ي جانبي هست ولي از لحاظ سرعت و قدرت نرم افزاري از تبلت هاي گران قيمتي مانند 7plus بسيار بالا تر است صفحه ى نمايش آن هم با اينکه سوپر امولد نيست کيفيت بالا و نور دهي بسيار مناسبي دارد و رنگ ها بسيار زنده اند و در آخر بدنه ى پشتي آن مورد برسي قرار مي گيرد که موقع کار کردن حس بسيار خوبي را منتقل مي کند و از عرق دست هم جلو گيري مي کند,1
اتصالات خروجی ،  ورودی میکروفون،  پورت قابلیت اتصال صفحه کلید و ماوس USB-OTG و Mini USB و ورودی کارت حافظه Micro SDقابلیت اتصال به دستگاه تلفن همراه،  کامپیوتر،  هارد و..,0
این دوربین فقط به رنگ مشکی ساخته شده است.,0
بدون باتری و کارت حافظه نیز حدود 175 گرم وزن دارد که کاملاً چگال است و بر احساس استحکامی که به شما می‌دهد می‌افزاید.,1
اين گوشي رو به چند دليل سفارش دادم :1-  دوسيم کارت بودن  2- صفحه 4.3 اينچي با تراکم پيکسلي 217     3- دوربين8 مگا با دوربين مکالمه ويديويي  4- باتري 2460 ميلي آمپر ساعت 5- پردازنده دوهسته اي 6- ضخامت کم 7- قيمت ارزان  8- زمان عرضه کالا 2013 هستش و اندرويد 4  ----------- اميدوارم که انتظاراتم رو برآورده کنه -- ممنون از دي جي کالا,2
من آيفون 4 داشتم 3 4 روزي ميشه که يه آيفون 5 گرفتم ميتونم بگم تاچش فوق العاده هست دوربينش هم عالي شده گفته 8 مگا پيکسل اما با دوربيناي 12 مگاپيکسلي مقايسه کنين اون موقع ميفهمين که دوربين 8 اپل به خيلي دوربيناي ديگه مي ارزه نکته ي بعدي ديگه هم اينه که بسيار بسيار سريع شده,2
بالاخره 6 ماه شد که گوشي عوض نکردم .,0
دوستان اپديت نکنيد,0
من خودم اگه اين رو نمي گرفتم Asus TF300 مي خريدم پس برام تفاوت نمي کنه!,0
P7700 تقریبا همان ابعاد و وزن P7100 را حفظ کرده است و کاملا از G1x سبک تر می باشد.,0
خيلي گوشي خوبيه هم شکيل و زيبا هم پر قدرت,2
یکی از تغییرات اصلی ایجاد شده در PadFone 2 مربوط به پورت اتصال آن می‌باشد.,0
درست است که هارددیسک های سنتی HDD بسیار ارزانتر از SSD ها می باشند ولی همین امر باعث شده تا سرعت Sleekbook بسیار پایینتر از آلترابوک ها باشد.,-2
"از گلکـسي اس3 چند دسيبل ""بهتر"" هستش (مقايسه کردم)",1
• پورت‌ها و اتصالات از نظر پورت‌ها و اتصالات نیز این نوت‌بوک ما را شگفت زده نمی‌کند.,-1
طراحی گوشی نیز بسیار آرگونومیک صورت گرفته و در قسمت پشتی کاملاً زیبا می‌باشد.,2
باز هم ممنونم از فروشگاه آنلاين ديجي کالا که کمک مي کنه مشتريان اطلاع رساني کنند.,0
در ساخت سیستم صوتی این نوت‌بوک از فن‌آوری استفاده شده که ایسوز از آن به نام Sonic Master یاد می‌کند.,0
اما تغییرات اعمال شده بر روی این رابط کاربری،  بیشتر در جهت همگام سازی آن با سایت‌های اجتماعی می‌باشد.,0
همچنین کمینه ی فاصله ی فوکوس آن نیز به میزان بسیار خوبی کاهش یافته و به 39 سانتیمتر رسیده است.,2
اما Ixus 510 HS نیز همانند بیشتر دوربین های هم رده،  یک دوربین Point to Shoot است.,0
"تعدادي از همکارام از سري  x10 mini, x8 خريدن و راضي بودن.",1
همچنین به نظر ما از نظر مقاومت در برابر خراش و آسیب های احتمالی مقاوم‌تر از کاور پشتی Galaxy S اصلی است.,1
همچنین سیستم فوکوس خودکار 9 نقطه ای موجود بر روی این دوربین دقیقا همانی است که بر روی 60D هم استفاده شده بود.,0
اين گوشي عالي تر از هميشه شده پردازنده دو هسته اي ولي افزايش قدرت 2 برابر و رم 1024 و سيستم عامل فوق العاده ios فقط باريکيش ميتونه ادم رو به خودش جذب کنه چه برسه به سيري بقيه امکانات من خودم ايفون 4s وقتي فهميدم 5 داره مياد فروختمش تا اينو بکيرم چون هم صفحش بهتره هم تاچش نه تنها از 4s بلکه از همه ي گوشيا اميدوارم قيمتش زياد نباشه با تشکر از سايت بروز ديجي کالا,2
کنترل هایی چون دایل قسمت بالایی،  دکمه ی ISO،  جبران نوردهی و AF/AE Lock.,0
بازم اپل از رقيب هاش جلو زد,2
من اين گوشي رو يک هفته اي ميشه خريدم قبلش هم وايلد فاير داشتم مقايسه با HTC Wildfire1- ري گاهي داغ مي کنه ،  وايلد فاير داغ نمي کرد.,-1
سینی جلویی قابلیت جای دادن 150 برگ کاغذ را در خود دارد.,0
حقیقتا زمانی که آن دوربین معرفی شد توانایی زوم 42 برابر مقدار بسیار زیادی بود به طوری که آن را بالاتر از هر دوربین هم رده ی دیگری قرار می داد.,1
بر روی این صفحه کلید یک کلید جدید Voice input وجود دارد که به محض فشردن آن می‌توانید صحبت کنید تا گوشی صحبت‌های شما را به صورت نوشته درآورد.,1
رابط کاربری استاندارد اندروید نیز به شما کمک می‌کند تا به راحتی با آن کار کنید.,1
تو برند هاي ديگه که رقيب نداره.,1
تفاوت اصلی صفحه نمایش‌های SuperLCD با SuperAMOLED ها در رنگ‌های تولید شده توسط آن‌هاست.,0
بلندگو های تبلت نیز،  بسیار خوب است ولی نسبت به رقبای هم رده خود در حد متوسطی قرار دارد.,1
من 4 ماهه اين گوشيو دارم.,0
ولی به هر صورت این افزایش رزولوشن را می توانیم نه خوب و نه بد در نظر بگیریم.,0
50x زوم اپتيکال خيلي خوبه ولي بايد به کيفيت عکس هم توجه کرد من سري قبل تر اينو دارم اصلا از کيفيتش راضي نيستم و موقع خريد فقط به زوم توجه مي کردم که الان پشيمون شدم,-1
گوشي بسيار خوبيه.,2
عکس ها و فیلم ها نیز بر روی کارت حافظه ی SD/SDHC/SDXC ذخیره می شوند.,0
این نوت‌بوک در کل بدنه مستحکمی دارد و در بیشتر نقاط فقط کمی بر اثر فشار دچار خمش می‌شود.,1
فقط اگه لوازم جانبي بتونين براش بيارين واقعا عالي ميشه,1
چونکه کلي کتاب رو ميشه توش جا داد.,0
در خصوص استفاده از اپليکيشن هايي که ممکن باشد موجود نباشد هم بايد بگويم که اصلا چنين چيزي ممکن نيست چرا که در حال حاضر بر روي استور مايکروسافت بيش از 170 هزار اپليکيشن موجود است و من خودم بدون پرداخت يک ريال توانستم تمامي خواهشهاي خودم را که حتي نتوانسته بودم بر روي آيفون فايو بدست بياورم را در اين گوشي بدست آورم.,0
این در حالیست که همین کار برای 8800F حدود 1 دقیقه و 11 ثانیه زمان می‌برد.,0
از اول هم اشتباه کردم ايسوس رو به سامسونگ ترجيح دادم.,-1
در هر حال اپل هميشه مشترياي خودشو داره .,2
کیفیت بالای دیگر دوربین‌های سری ایکسوس کانن را باید از این دوربین هم انتظار داشته باشیم.,0
همان لنز 27-810 میلی متری با توانایی زوم 30 برابر و f/2.8-5.6 که لنزی کاملاً سریع و خوب برای عکاسی در شرایط ضعیف‌تر نوری است.,1
سرعت واي فاي .,0
پول يک گوشي موبايل در حد معموليه!,0
باطريش هم فوق العاده است راحت 7-6 ساعتو ساپورت ميکنه.,2
پردازنده چهار هسته اي،  دوربين 8 مگا،  صفحه 4 اينچي،  دوربين مکالمه hd ،  1 گيگ رم و فقط 7.6 ميليمتر!,0
همچنین این صفحه نمایش از زاویه دید بسیار بالایی برخوردار است.,2
• دوربین احتمالا  کمتر کسی را می‌بینید که تبلت 10.1 اینچی را در مقابل خود نگه داشته و دارد از طبیعت عکاسی می‌کند.,0
البته این پورت بر روی تمام مدل‌ها وجود ندارد و بعضی از مدل‌های ارزان‌تر مانند X44LY یا X53E،  فاقد این پورت می‌باشند.,-1
زوم 30 برابر و فوکوس سريع حتي در زوم 30x.,1
نصب خودکار برنامه‌ها: پاره‌ای از نرم‌افزارها برای نصب کامل و اکتیو شدن نیاز به فایل‌هایی دارند که باید با نسخه اصلی جایگزین شوند.,0
بسيار به صرفه است .,1
منم ايکس باکس دارم و به نظر من ايکس باکس بيشتر حال ميده,1
اما بعد از اینکه مدتی با آن کار می‌کنید، می‌بینید که آن طور هم که قبلا به نظر می‌آمد نیست و حس خوبی با آن خواهید داشت.,1
من خودم يک ماهه TX دارم،  اون آقايي که گفتن لوگوي اکسپرياش روشن نميشه اينطور نيست و خيلي زيبا روشن ميشه که در T روشن نميشه بنظرم تنها و تنها مزيت T نسبت به TX ساپورت بيشتر اون از طرف توسعه دهنده ها هست که البته TX هم ساپورت ميشه ولي خوب ديرتر از T در کل TX مزيت هاي بيشتري از طراحي گرفته تا موارد ديگه نسبت به T داره,1
تایم لپس نیز همچنان موجود می باشد.,0
من اندرويد 4.1.3 رو نصب کردم تمام امکانات s3 هم اضافه شد .,0
همه چیز بسیار روان بوده و کوچک‌ترین کاهش سرعتی در حین کار کردن با گوشی احساس نخواهید کرد.,1
به نظر من در اين رنج قيمت خيلي مناسبه.,1
در ضمن کمینه‌ی نسبت کانونی f/2.7 را ارائه می‌دهد که باعث می‌شود 245 HS تبدیل به یک لنز بسیار سریع شود.,2
در کل باید گفت،  همانطور که گفتیم،  و از قیمت این دوربین هم پیداست،  HF R205 دوربینی متوسط می‌باشد.,0
نيست و تنها محل درج مموري micro SD ،  خروجي هدفون ،  محل شارژ باتري و پورت micro USB وجود داره.,0
در زیر آن‌ها نیز دکمه‌های Display و Menu قرار دارند که عملکرد آن‌ها تا حدود زیادی مشخص است.,0
تا يکي دو روز آينده هم يه خورده ديگه روش تست انجام مي دم و مرحله به مرحله تو همين جا براتون کامنت مي زارم.,0
قاب پشتی مقداری بافت دارد که با وجود عمق کم بافت‌ها،  تاثیر خوبی بر امنیت گوشی در دست می‌گذارد و تا حدود زیادی مانع لیز خوردن گوشی می‌شود.,1
ميخوام بخرمش.,0
حافظه داخليش هم به نظر من کافي ،  کسي که زياد فيلم دوست داره نگاه کنه مشکل بر مي خوره فقط يه نکته که لوازم جانبيش گير نمي آد.,0
هم از نظر ظاهري و هم از نظر سخت افزار.,0
حالا بايد منتظر بود که ببينيم اين SX50 چکار ميکنه.,0
برخلاف بسیاری از نوت‌بوک‌های دیگر ایسوز، صفحه کلید این یکی از نوت Chiclet با کلیدهای جداگانه و جزیره‌ای بر روی شاسی نیست.,0
دوستان در باتري ليتيومي تعداد سلولها مهم نيست من با لپ تاپ هاي زيادي کار کردم که تعداد سلولهايشان بيش از 6 سلول بود با اين وجود z500 ميزان شارژ دهيش ازشون بهتر هست من خودم تست کردم عالي بود بايد متذکر شوم که براي کارهايي از قبيل نصب برنامه بازي و تماشاي فيلم از شارژ باتري نبايد  استفاد کنيم,1
مشخصاتش نسبت به قيمتش عاليه و کيفيت ساخت بالايي هم داره.,1
اميدوارم تو اين گوشي نقص هاي one x  رو رفع کرده باشه.,0
همچنین یک برنامه بسیار کاربردی در جهت ارائه نیز می‌باشد.,2
از نظر ارتباطات بی‌سیم نیز این گوشی به 802.11n WiFi Radio،  Quad-Band HSUPA و Bluetooth نسخه‌ی 2.1 مجهز شده است.,1
در سمت چپ این صفحه نمایش نیز کلیدی برای تنظیم نور LED قرار دارد (همیشه روشن (on)،  اتوماتیک (auto) یا خاموش(off)).,0
در کل به جز ایراداتی که در بعضی موارد مانند بالا آمدن فلاش به هنگام روشن شدن و نداشتن دکمه‌ی فیزیکی مستقیم Delete برای پاک کردن عکس‌ها به آن وارد است،  دوربین Canon SX230 HS یکی از بهترین و کامل‌ترین دوربین‌های کامپکتی است که تا به حال دیده‌ایم.,2
) توصيه ي من براي کساني که دنبال يه لپ تاب به اصطلاح ميانه قيمت ميگردن اينه که در خريد اين مدل شک نکنن چون مطمئنم بعد از ديدن لپ تاب حتما از انتخاب خودتون خوشحال خواهيد بود و ديگه اين که هنگام خريد با سرويس نصب ويندوز و درايور خريداري کنيد تا دچار مشکل نشيد(به علت داشتن فينگر تاچ و..,1
در قسمت جلویی GZ-HD3 می‌توانید لنز 10 برابر Konica Minolta HD را ببینید که کلاهک لنز از آن محافظت می‌کند.,1
یک دکمه‌ی Rec برای شروع و قطع ضبط ویدیویی در پشت دوربین وجود دارد که در هر مودی که باشید می‌توانید فیلم برداری را شروع و یا خاتمه دهید.,0
با اين قيمت!,0
لب تاي هاي ايسوس با خدمات پس از فروش و گارانتي و کيف هاي اورجينال و معمولا در يک قيمت مشابه بين ساير برند ها از امکانات بيشتري برخوردار هستند.,1
معايب: انتظار داشتم سرعت فوق العاده بالايي داشته باشه اما فوق العاده نيست.,-1
رقيب جدي اون هم در حال حاضر فقط nikon p510 .,0
همچنین وجود نور مخصوص فیلم برداری،  به شما در گرفتن فیلم در شرایط نه چندان خوب نوری نیز کمک خواهد کرد.,1
سخت افزارشم کم نظير وقدرتمنده.,2
تاچش حرف نداره.,2
فرقش با T در اين موارد هست : صفحه نمايش TX تا 10 انگشت رو ساپورت ميکنه.,0
با ابعاد 100X56X24 میلی متر و وزن تنها 113 گرم،  این دو دوربین بسیار کوچک و سبک هستند.,0
لپ تاپ فوق العاده ايه و به نسبت قيمتش در مقايسه با مدل هاي مشابه مارک اي سوس به صرفه تره.,2
نرم افزارسیستم عامل موجود بر روی این گوشی،  نسخه 4 از سیستم عامل محبوب اندروید می‌باشد که نسبت به نسخه پیشین پیشرفت چشم گیری داشته است و بسیار روان‌تر شده است.,2
از قسمت بالا هم که به دوربین بنگریم،  به طرز شگفت آوری شاهد حذف شدن پیچ تنظیم مودهای عکاسی از روی بدنه هستیم.,0
قابلیت دریافت چندین لمس همزمان نیز،  کار با آن را برای کاربر راحت‌تر می‌نماید.,1
این در حالیست که توانایی زوم 5 برابر می‌تواند برای گرفتن عکس‌های پرتره هم مناسب باشد.,1
از این نظر هم 6D از D600 عقب می افتد چرا که D600 دارای جک هدفون نیز هست تا بتوانید در هنگام فیلم برداری به مانیتورینگ صدا بپردازید.,-1
امکان باز کردن چندین تب و پشتیبانی از فناوری‌های Flash و HTML5 و قابلیت استفاده از حرکات مالتی تاچ،  مرور وب را بر روی صفحه 4 اینچی این دستگاه به تجربه ای لذت بخش بدل خواهد کرد.,1
"من الان يک ساله دارم ازش استفاده ميکنم
تا حالا هم مشکلي پيش نيومده خيلي ازش راضيم",2
من خودم قصد خريدشو دارم,0
به تمام این‌ها،  قیمت مناسب را نیز که اضافه کنید،  متوجه خواهید شد که Lenovo G585 یک نوت‌بوک مناسب و یک خرید بسیار خوب محسوب می‌شود.,2
